,Clothing	ID,Age,Title,Review	Text,Rating,Recommended	IND,Positive	Feedback	Count,Division	Name,Department	Name,Class	Name																																																																																																					
0,767,33,,Absolutely	wonderful	-	silky	and	sexy	and	comfortable,4,1,0,Initmates,Intimate,Intimates																																																																																																						
11,1095,39,,This	dress	is	perfection!	so	pretty	and	flattering.,5,1,2,General	Petite,Dresses,Dresses																																																																																																					
"12,1095,53,Perfect!!!,""More"	and	more	i	find	myself	reliant	on	the	reviews	written	by	savvy	shoppers	before	me	and	for	the	most	past,	they	are	right	on	in	their	estimation	of	the	product.	in	the	case	of	this	dress-if	it	had	not	been	for	the	reveiws-i	doubt	i	would	have	even	tried	this.	the	dress	is	beautifully	made,	lined	and	reminiscent	of	the	old	retailer	quality.	it	is	lined	in	the	solid	periwinkle-colored	fabric	that	matches	the	outer	fabric	print.	tts	and	very	form-fitting.	falls	just	above	the	knee	and	does	not	"rid"",5,1,2,General"	Petite,Dresses,Dresses																		
13,767,44,Runs	"big,""Bought"	the	black	xs	to	go	under	the	larkspur	midi	dress	because	they	didn't	bother	lining	the	skirt	portion	(grrrrrrrrrrr).																																																																																									
my	stats	are	34a-28/29-36	and	the	xs	fit	very	smoothly	around	the	chest	and	was	flowy	around	my	lower	half,	so	i	would	say	it's	running	big.																																																																																			
the	straps	are	very	pretty	and	it	could	easily	be	nightwear	too.																																																																																																		
i'm	"5'6"""""	and	it	came	to	just	below	my	"knees."",5,1,0,Initmates,Intimate,Intimates"																																																																																																				
14,1077,50,Pretty	party	dress	with	some	issues,This	is	a	nice	choice	for	holiday	gatherings.	i	like	that	the	length	grazes	the	knee	so	it	is	conservative	enough	for	office	related	gatherings.	the	size	small	fit	me	well	-	i	am	usually	a	size	2/4	with	a	small	bust.	in	my	opinion	it	runs	small	and	those	with	larger	busts	will	definitely	have	to	size	up	(but	then	perhaps	the	waist	will	be	too	big).	the	problem	with	this	dress	is	the	quality.	the	fabrics	are	terrible.	the	delicate	netting	type	fabric	on	the	top	layer	of	skirt	got	stuck	in	the	zip,3,1,1,General,Dresses,Dresses									
"15,1065,47,""Nice,"	but	not	for	my	"body"",""I"	took	these	out	of	the	package	and	wanted	them	to	fit	so	badly,	but	i	could	tell	before	i	put	them	on	that	they	wouldn't.	these	are	for	an	hour-glass	figure.	i	am	more	straight	up	and	down.	the	waist	was	way	too	small	for	my	body	shape	and	even	if	i	sized	up,	i	could	tell	they	would	still	be	tight	in	the	waist	and	too	roomy	in	the	hips	-	for	me.	that	said,	they	are	really	nice.	sturdy,	linen-like	fabric,	pretty	color,	well	made.	i	hope	they	make	someone	very	"happy!"",4,1,3,General,Bottoms,Pants"										
"16,1065,34,""You"	need	to	be	at	least	average	height,	or	"taller"",""Material"	and	color	is	nice.		the	leg	opening	is	very	large.		i	am	5'1	(100#)	and	the	length	hits	me	right	above	my	ankle.		with	a	leg	opening	the	size	of	my	waist	and	hem	line	above	my	ankle,	and	front	pleats	to	make	me	fluffy,	i	think	you	can	imagine	that	it	is	not	a	flattering	look.		if	you	are	at	least	average	height	or	taller,	this	may	look	good	on	"you."",3,1,2,General,Bottoms,Pants"																								
17,853,41,Looks	great	with	white	pants,Took	a	chance	on	this	blouse	and	so	glad	i	did.	i	wasn't	crazy	about	how	the	blouse	is	photographed	on	the	model.	i	paired	it	whit	white	pants	and	it	worked	perfectly.	crisp	and	clean	is	how	i	would	describe	it.	launders	well.	fits	great.	drape	is	perfect.	wear	tucked	in	or	out	-	can't	go	wrong.,5,1,0,General,Tops,Blouses																																																
18,1120,32,Super	cute	and	"cozy,""A"	flattering,	super	cozy	coat.		will	work	well	for	cold,	dry	days	and	will	look	good	with	jeans	or	a	dressier	outfit.		i	am	5'	5'',	about	135	and	the	small	fits	"great."",5,1,0,General,Jackets,Outerwear"																																																																								
19,1077,47,Stylish	and	"comfortable,""I"	love	the	look	and	feel	of	this	tulle	dress.	i	was	looking	for	something	different,	but	not	over	the	top	for	new	year's	eve.	i'm	small	chested	and	the	top	of	this	dress	is	form	fitting	for	a	flattering	look.	once	i	steamed	the	tulle,	it	was	perfect!	i	ordered	an	xsp.	length	was	perfect	"too."",5,1,0,General,Dresses,Dresses"																																																			
"20,847,33,""Cute,"	crisp	"shirt"",""If"	this	product	was	in	petite,	i	would	get	the	petite.	the	regular	is	a	little	long	on	me	but	a	tailor	can	do	a	simple	fix	on	that.																																																																															
																																																																																																													
fits	nicely!	i'm	5'4,	130lb	and	pregnant	so	i	bough	t	medium	to	grow	into.																																																																																															
																																																																																																													
the	tie	can	be	front	or	back	so	provides	for	some	nice	flexibility	on	form	"fitting."",4,1,2,General,Tops,Blouses"																																																																																														
21,1080,55,I'm	"torn!,""I'm"	upset	because	for	the	price	of	the	dress,	i	thought	it	was	embroidered!	no,	that	is	a	print	on	the	fabric.	i	think	i	cried	a	little	when	i	opened	the	box.	it	is	still	ver	pretty.	i	would	say	it	is	true	to	size,	it	is	a	tad	bit	big	on	me,	but	i	am	very	tiny,	but	i	can	still	get	away	with	it.	the	color	is	vibrant.	the	style	is	unique.	skirt	portion	is	pretty	poofy.	i	keep	going	back	and	forth	on	it	mainly	because	of	the	price,	although	the	quality	is	definitely	there.	except	i	wish	it	were	"emb"",4,1,14,General,Dresses,Dresses"				
22,1077,31,Not	what	it	looks	"like,""First"	of	all,	this	is	not	pullover	styling.	there	is	a	side	zipper.	i	wouldn't	have	purchased	it	if	i	knew	there	was	a	side	zipper	because	i	have	a	large	bust	and	side	zippers	are	next	to	impossible	for	me.																																																																	
																																																																																																													
second	of	all,	the	tulle	feels	and	looks	cheap	and	the	slip	has	an	awkward	tight	shape	underneath.																																																																																												
																																																																																																													
not	at	all	what	is	looks	like	or	is	described	as.	sadly	will	be	returning,	but	i'm	sure	i	will	find	something	to	exchange	it	"for!"",2,0,7,General,Dresses,Dresses"																																																																																				
"23,1077,34,""Like"	it,	but	don't	love	"it."",""Cute"	little	dress	fits	tts.	it	is	a	little	high	waisted.	good	length	for	my	5'9	height.	i	like	the	dress,	i'm	just	not	in	love	with	it.	i	dont	think	it	looks	or	feels	cheap.	it	appears	just	as	"pictured."",3,1,0,General,Dresses,Dresses"																																																																
"24,847,55,Versatile,""I"	love	this	shirt	because	when	i	first	saw	it,	i	wasn't	sure	if	it	was	a	shirt	or	dress.	since	it	is	see-through	if	you	wear	it	like	a	dress	you	will	need	a	slip	or	wear	it	with	leggings.	i	bought	a	slip,	wore	the	tie	in	the	back,	and	rocked	it	with	white	wedges.	you	could	also	wear	it	as	a	vest.	be	careful	with	the	buttons.	i	haven't	had	any	fall	off	yet,	but	i	feel	like	they	will.	overall	it's	great	for	any	occasion	and	it's	fun	to	"wear!"",5,1,0,General,Tops,Blouses"																
25,697,31,Falls	"flat,""Loved"	the	material,	but	i	didnt	really	look	at	how	long	the	dress	was	before	i	purchased	both	a	large	and	a	medium.	im	"5'5"""""	and	there	was	atleast	"5"""""	of	material	at	my	feet.	the	gaps	in	the	front	are	much	wider	than	they	look.	felt	like	the	dress	just	fell	flat.	both	were	returned.	im	usually	a	large	and	the	med	fit	better.	36d	30	in	"jeans"",3,0,0,Initmates,Intimate,Lounge"																																								
26,949,33,Huge	disappointment,I	have	been	waiting	for	this	sweater	coat	to	ship	for	weeks	and	i	was	so	excited	for	it	to	arrive.	this	coat	is	not	true	to	size	and	made	me	look	short	and	squat.	the	sleeves	are	very	wide	(although	long).	as	a	light	weight	fall	coat	the	sleeves	don't	need	to	be	as	wide	because	you	wouldn't	be	layerng	too	much	underneath.	the	buttons	need	to	be	moved	at	least	three	inches	in	for	a	nicer	fit.	i	thought	about	redoing	the	buttons	myself	but	the	sleeves	looked	even	more	out	of	proportion	with	a	tigh,2,0,0,General,Tops,Sweaters											
"27,1003,31,""Loved,"	but	"returned"",""The"	colors	weren't	what	i	expected	either.	the	dark	blue	is	much	more	vibrant	and	i	just	couldn't	find	anything	to	really	go	with	it.	fabric	is	thick	and	good	quality.	has	nice	weight	and	movement	to	it.	the	skirt	just	wasn't	for	me,	in	the	"end."",4,1,0,General,Bottoms,Skirts"																																																													
28,684,53,Great	shirt!!!,I	have	several	of	goodhyouman	shirts	and	i	get	so	many	compliments	on	them.	especially	the	one	that	says	forehead	kisses	are	underrated.	don't	hesitate.	buy	this	shirt.	you	won't	be	sorry.....,5,1,2,Initmates,Intimate,Lounge																																																																													
29,4,28,Great	layering	"piece,""This"	sweater	is	so	comfy	and	classic	-	it	balances	a	quirky	hand-knit	look	with	a	beautiful	color	and	practical	fit.	it	is	a	bit	cropped	and	boxy	as	part	of	the	style,	and	as	others	mentioned,	there	are	gaps	in	the	knit	that	make	it	see-through.	in	my	opinion	this	makes	it	perfect	for	layering!	i	like	having	a	longer	camisole	showing	underneath,	or	wearing	it	over	a	little	dress.	it's	warm	but	still	thin	enough	to	fit	under	a	jacket	or	"coat."",5,1,0,General,Tops,Sweaters"																								
30,1060,33,,Beautifully	made	pants	and	on	trend	with	the	flared	crop.	so	much	cuter	in	person.	love	these!,5,1,0,General	Petite,Bottoms,Pants																																																																																												
31,1060,46,Cuter	in	"oerson!,""I"	never	would	have	given	these	pants	a	second	look	online,	in	person	they	are	much	cuter!	the	stripes	are	brighter	and	the	fit	more	flattering.	the	crop	has	a	cute	flare	which	is	right	on	trend.	this	brand	has	always	run	small	for	me,	i	am	5'8	about	140lbs	and	carry	some	chubbiness	in	the	belly.	i	paired	it	with	a	collarless	loose	navy	"blazer"",5,1,7,General"	Petite,Bottoms,Pants																																									
32,1060,21,Love	these	pants,These	pants	are	even	better	in	person.	the	only	downside	is	that	they	need	to	be	dry	cleaned.,5,1,0,General	Petite,Bottoms,Pants																																																																																									
"33,949,36,Mehh,""I"	ordered	this	3	months	ago,	and	it	finally	came	off	back	order.	a	huge	disappointment.	the	fit	wasn&#39;t	so	much	the	issue	for	me.	the	quality	of	the	wool	is	subpar.	someone	else	mentioned	a	&quot;felted	wool&quot;...i	guess,	is	that	what	you	call	it?		it	does	literally	feel	like	felt!	super	thin,	itchy,	doesn&#39;t	drape	very	well,	and	feels	cheap	(made	in	china).	i	got	it	on	sale,	but	still	not	worth	what	i	paid.	definitely	going	"back."",2,0,0,General,Tops,Sweaters"																														
34,697,39,Love	this	"dress!,""This"	is	such	a	neat	dress.	the	color	is	great	and	the	fabric	is	super	soft.	i	am	tall	so	the	long	length	was	an	added	bonus.	it	definitely	needs	something	underneath	since	the	front	gaps.	i	am	going	to	pair	it	with	a	funky	tank	top,	necklaces	and	boots.	super	"cute!!"",5,1,0,Initmates,Intimate,Lounge"																																																								
"35,1060,65,Lovely!,""Wouldn't"	have	given	them	a	second	look	but	tried	them	on	in	store	of	a	whim.	love,	"love!!"",4,1,3,General"	Petite,Bottoms,Pants																																																																																											
"36,1002,29,,""This"	is	a	comfortable	skirt	that	can	span	seasons	easily.	while	not	the	most	exciting	design,	it	is	a	good	work	skirt	that	can	be	paired	with	many	"tops."",4,1,5,General,Bottoms,Skirts"																																																																																	
37,949,38,Beautifully	cut	lightweight	"coat,""Just"	ordered	this	in	a	small	for	me	"(5'6"""","	135,	size	4)	and	medium	for	my	mom	"(5'3"""","	130,	size	8)	and	it	is	gorgeous	-	beautifully	draped,	all	the	weight/warmth	i'll	need	for	houston	fall	and	winter,	looks	polished	snapped	or	unsnapped.	age-appropriate	for	both	my	mom	(60's)	and	myself	(30's).	will	look	amazing	with	skinny	jeans	or	leggings.	we	ordered	the	gray	which	is	true	to	the	"photos."",5,1,1,General,Tops,Sweaters"																																					
38,684,36,,Super	cute	and	comfy	pull	over.	sizing	is	accurate.	material	has	a	little	bit	of	stretch.,5,1,2,Initmates,Intimate,Lounge																																																																																														
39,862,59,,Great	casual	top	with	flare.	looks	cute	with	grey	pilcro	stet	jeans.	flattering	with	peplum	in	back.	nice	cut	for	shoulders	and	neckline.,5,1,0,General,Tops,Knits																																																																																							
"40,862,47,,""Pretty"	and	unique.	great	with	jeans	or	i	have	worn	it	to	work	with	slacks	and	heels.	the	colors,	print,	and	embroidery	are	lovely.	reasonably	"priced!"",4,1,1,General,Tops,Knits"																																																																																				
"41,862,40,,""This"	is	a	beautiful	top.	it's	unique	and	not	so	ordinary.	i	bought	my	usual	medium	and	i	found	that	it	fits	tight	across	my	chest.	although	i	had	a	baby	this	year	and	i	am	nursing,	so	that	could	be	why.	if	i	bought	again	i	would	size	"up."",5,1,0,General,Tops,Knits"																																																												
42,910,23,Soft	&	"lovely,""This"	poncho	is	so	cute	i	love	the	plaid	check	design,	the	colors	look	like	sorbet	&	cream	and	it	will	pair	well	with	a	turtleneck	and	jeans	or	pencil	skirt	and	heels.	i	love	this	look	for	fall	and	it	can	roll	right	into	spring.	great	"buy!!"",5,1,0,General,Tops,Fine"	gauge																																																											
43,89,67,Some	things	you	should	"know...,""First,"	this	is	thermal	,so	naturally	i	didn't	expect	super	sheer,	but	it	is.	really	sheer	light	fabric.	i	like	it,	but	be	prepared	for	considering	who	you	might	run	into	if	you	walk	around	the	house	in	it.	second,	it	is	large.	i	ordered	the	size	0	and	it's	a	nice	oversized	fit	for	my	"5'3"""""	125	pounds.	i	wouldn't	want	to	go	larger.	along	with	being	sheer,	the	fabric	is	easily	stretched,	which	i	don't	mind	in	this	case.	finally,	the	color.	it	looks	white	on	my	monitor	and	shows	a	colorful	blue	"dot"",4,1,1,Initmates,Intimate,Sleep"										
"44,862,48,Beautiful!,""Tried"	this	on	today	at	my	local	retailer	and	had	to	have	it.	it	is	so	comfortable	and	flattering.	it's	too	bad	the	picture	online	has	the	model	tucking	it	into	the	skirt	because	you	can't	see	the	ruching	across	the	front.	a	little	dressier	alternative	to	a	plain	tee	and	reasonably	priced	for	retailer.	"5'8"""""""""	and	i	generally	wear	a	6,	the	small	fit	well.	will	probably	be	back	for	the	"black!"",5,1,9,General,Tops,Knits"																																					
45,862,43,Love	the	two	tone	design,I	bought	this	item	from	online...	the	fit	on	the	model	looked	a	little	loose	but	when	i	got	mine	it	seemed	a	bit	tight!	so	i	took	it	back	to	the	store	&	ordered	a	larger	size.	for	the	sale	price	this	is	a	great	top.,4,1,0,General,Tops,Knits																																																											
46,862,40,,I	love	this	top.	i	wear	it	all	the	time.		the	problem	is	that	you	can	tell	i	wear	it	all	the	time	as	the	fabric	has	started	to	fade.		i'd	still	recommend	it	as	it	is	so	comfortable.,5,1,0,General,Tops,Knits																																																																					
"47,823,52,,""Very"	comfortable,	material	is	good,	cut	out	on	sleeves	"flattering"",5,1,0,General,Tops,Blouses"																																																																																																				
48,910,56,Love	the	"color!,""This"	sweater	is	perfect	for	fall...it's	roomy,	warm,	super	comfy	and	the	color	really	"pops."",5,1,0,General,Tops,Fine"	gauge																																																																																												
49,862,33,Love	the	"embroidery!,""Really"	cute	top!	the	embroidery	on	the	collar	&	bib	of	this	top	is	beautiful	and	unique,	received	lots	of	compliments	&	questions	about	where	i	got	it.	i'm	rather	busty	up	top	and	the	medium	fit	well,	a	small	probably	would've	fit	better	but	it's	still	super	"adorable."",5,1,0,General,Tops,Knits"																																																											
50,862,46,Cute	for	"fall,""This"	is	a	cute	top	that	can	transition	easily	from	summer	to	fall.	it	fits	well,	nice	print	and	it's	comfortable.	i	tried	this	on	in	the	store,	but	did	not	purchase	it	because	the	color	washed	me	out.	this	is	not	the	best	color	for	a	blonde.	would	look	much	better	on	a	brunette.	if	this	was	in	a	different	color	i	most	likely	would	have	purchased	"it."",4,1,1,General,Tops,Knits"																																							
"51,862,41,Love,""I"	absolutely	love	this	bib	tee!	it's	probably	my	favorite	retailer	purchase	of	all	time.	i'm	"5'7"""","	140	pounds	and	the	small	was	a	perfect	fit	for	me.	i	typically	wear	either	a	s	or	m	"tops."",5,1,2,General,Tops,Knits"																																																																									
"52,1104,39,,""Love"	the	color	and	style,	but	material	snags	"easily"",3,1,3,General,Dresses,Dresses"																																																																																																					
53,862,39,Flattering	and	"comfortable,""Very"	soft	and	comfortable.	the	shirt	has	an	unusual,	asymmetrical	seam	that	appears	along	the	front,	right-hand	side	of	the	garment.	(the	model	is	positioned	so	that	you	can't	see	this	detail	from	the	picture.	i	attached	a	picture	that	includes	the	front	seam.)	i	actually	like	the	seam	-	it	creates	more	visual	interest,	and	adds	a	little	bit	of	ruching	that	helps	hide	my	belly.	the	cowl	neck	is	very	well	done	-	there	are	two	layers	that	form	the	cowl,	and	i've	found	that	it	means	wardrobe	"malfun"",5,1,34,General,Tops,Knits"																	
54,862,66,Cute	"top,""Nice"	top.	armholes	are	a	bit	oversized	but	as	an	older	woman,	i'm	picky	about	that.	the	print	is	pretty	and	unusual.	it	just	didn't	look	great	on	me.	there's	a	slight	peplum	in	the	back	that	hangs	nicely.	it's	a	lightweight	tee	fabric	that's	opaque.	i	tried	it	on	with	a	black	bra	which	was	barely	visible.	great	for	warmer	climates	but	there	are	so	many	gorgeous	tops	out	now,	that	i	decided	to	return	since	summer	is	winding	down.	i	do	"recommend."",4,1,2,General,Tops,Knits"																									
55,862,61,Soft	and	cute	as	can	be!,This	is	an	adorable	top	that	i	find	to	be	extremely	comfortable.	i	don't	usually	buy	prints	but	this	one	is	so	feminine	and	looks	great	with	dark	wash	jeans.	i	am	a	36d	and	the	medium	was	a	perfect	fit.,5,1,2,General,Tops,Knits																																																																
"56,368,33,,""I"	am	pregnant	and	i	thought	this	would	be	a	great	sleep	bra.	it's	soft	and	fits	okay,	but	it	has	zero	support	or	shape.	i	would	only	buy	if	you	are	a	b	cup	or	smaller	and	can	get	away	without	support.	if	i	would	have	seen	this	is	the	store,	i	would	have	passed	over	it.	however,	i	was	too	lazy	to	return	so	i	am	wearing	it.	it's	comfortable	so	that's	a	redeeming	quality.	i	would	not	recommend	for	larger	chested	ladies,	"though!"",2,0,3,Initmates,Intimate,Intimates"																								
"57,862,31,""Boring"	front,	great	"back"",This"	tank	fit	well	and	i	loved	the	ruffle	in	the	back	and	how	it	layed.	but	the	front	was	not	a	good	look	and	i	will	be	retuning	it.,3,0,0,General,Tops,Knits																																																																													
"58,1095,36,,""I"	got	this	in	the	petite	length,	size	o,	and	it	fit	just	right.	i	like	that	i	didn't	have	to	have	it	altered	in	the	length;	can	wear	with	flats	with	plenty	of	clearance	to	the	floor	from	the	bottom	hem.	my	only	beef	with	the	design	is	the	height	of	the	waist.	i	personally	think	that	the	elastic	waistband	looks	cheap,	and	really	needs	to	be	concealed	with	a	belt,	yet	because	it	sits	so	high,	literally	right	under	the	bustline,	it's	a	tricky	one	to	pull	off.	i	have	a	wide	belt	that	sort	of	does	"th"",4,1,0,General"	Petite,Dresses,Dresses									
59,368,52,Soft	and	"comfortable,""I've"	been	looking	for	bralettes	that	provide	some	support	but	not	binding/tight	for	night	time	and	casual	wear.	this	is	a	light	weight	bra,	could	be	a	little	more	supportive.	pretty	color,	with	nice	lines.	only	downside	is	the	retailer	tag	on	the	back	-	itchy	(i	need	to	remove	"it.)"",4,1,1,Initmates,Intimate,Intimates"																																																									
60,1095,41,Gorgeous	"dress!,""This"	dress	is	simply	beautiful	and	stunning.	it	is	so	figure	flattering	and	i	can't	wait	to	wear	it.	size	small	worked	for	me,	and	since	i'm	tall	it	fell	right	to	my	ankle	which	is	perfect	for	me.	i	could	not	be	happier	with	the	purchase	and	the	keyhole	in	the	back	is	a	beautiful	"detail."",5,1,0,General"	Petite,Dresses,Dresses																																																			
61,368,36,Itchy	"tags,""3"	tags	sewn	in,	2	small	(about	1''	long)	and	1	huge	(about	2''	x	3'').	very	itchy	so	i	cut	them	out.	then	the	thread	left	behind	was	plasticy	and	even	more	itchy!	how	can	you	make	an	intimates	item	with	such	itchy	tags?	not	comfortable	at	all!	also	-	i	love	bralettes	and	wear	them	all	the	time	including	to	work.	i	am	a	b	cup.	however,	this	one	is	so	thin	and	flimsy	that	it	gives	no	support	even	to	a	b	cup	-	so	for	me	this	would	only	be	a	lounging	bralette	-	if	it	wasn't	so	"itchy!"",1,0,0,Initmates,Intimate,Intimates"						
62,862,28,Must	have,I	recently	got	this	on	sale	after	looking	at	it	forever	on	my	wish	list.	i'm	so	happy	with	it.	its	very	comfortable	and	just	long	enough	for	my	torso	(5'3).	the	pattern	on	the	front	is	very	flattering.,5,1,0,General,Tops,Knits																																																																						
63,862,57,Cute	top!	love	the	"brand,""Very"	comfortable	shirt,	light	weight	top	with	lovely	floral	colors.	great	for	spring/summer	with	white	jeans.	love	everything	one	september	"makes!"",5,1,1,General,Tops,Knits"																																																																																					
64,862,43,Love	this	top,Loved	this	top	and	was	really	happy	to	find	it	on	sale!,5,1,0,General,Tops,Knits																																																																																																
"65,862,58,,""Beautiful"	top,	but	delicate!	i	wore	it	to	school	and	the	straps	on	my	backpack	caused	some	pilling.	other	than	that	it	is	beautiful	and	vibrant!	just	make	sure	you	aren't	doing/wearing	anything	that	will	rub	it	continuously	since	the	fabric	is	"delicate"",4,1,2,General,Tops,Knits"																																																																			
66,862,60,Super	cute	and	unique	"top,""Just"	received	this	in	the	mail,	tried	it	on	and	am	smitten.	i'm	usually	a	l,	but	sometimes	i'm	a	xl	(if	no	stretch),	in	retailer	tops.	i	bought	this	one	in	l	and	i'm	sure	glad	i	did.	very	flowy,	stretchy	and	comfortable.	i	also	bought	the	meda	lace	top	from	one	september	and	they	are	very	similar	expect	this	is	more	of	a	t-shirt	and	the	other	is	more	of	a	blouse.	i	almost	think	i	could've	gotten	a	m	in	this	because	there	is	a	lot	of	extra	fabric	at	the	chest	which	is	usually	never	the	issue	for	"me"",4,1,9,General,Tops,Knits"			
67,862,40,Beautiful	"top,""Love"	this	top!	i	kept	eyeing	it	online	and	wavering	on	size,	since	my	post-baby	body	is	a	little	wonky.	i	went	with	the	xsp,	and	miraculously,	it	works	perfectly!	so,	i	would	say	it	does	run	just	a	little	large.....	i	love	the	length,	and	usually	do	not	go	with	petite	sizes	at	retailer	because	i	like	the	longer	lengths	of	the	regular.	but	this	is	perfect	on	me,	and	there	is	give	up	top,	so	it	looks	lovely.	and	it	is	very	soft	and	comfortable.	this	will	be	a	go-to	top	this	"season!"",5,1,1,General,Tops,Knits"														
68,862,37,I	wanted	to	love	this	"top...,""I"	really	loved	this	top	online	and	wanted	to	love	it	in	person.	it	is	soft	and	the	patter	is	okay	in	person.	the	neckline	is	higher	than	i	am	used	to.	also,	there	are	two	buttons	in	the	back	that	must	be	unbuttoned	in	order	to	wear	the	top.	it	is	difficult	to	button	them	behind	your	neck	with	the	top	on.	unfortunately	i	had	to	return	this	"item..."",2,0,0,General,Tops,Knits"																																			
69,1078,56,Great	summer	"fabric!,""I"	really	wanted	this	to	work.	alas,	it	had	a	strange	fit	for	me.	the	straps	would	not	stay	up,	and	it	had	a	weird	fit	under	the	breast.	it	worked	standing	up,	but	the	minute	i	sat	down	it	fell	off	my	shoulders.	the	fabric	was	beautiful!	and	i	loved	that	it	had	"pockets."",3,0,1,General"	Petite,Dresses,Dresses																																																				
